_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,source,type_of_advice_or_caution,type_of_advice_or_caution:confidence,what,when,where,category,source_gold,text_no_rt,tweet,type,type_of_advice_or_caution_gold,user,what_gold,when_gold,where_gold,address2,point,latitude,longitude
227175910,False,finalized,3,12/10/2012 14:27:10,,Other,1.0,Mayor Michael Bloomberg to hold press conference Mayor Michael Bloomberg to hold press conference on #Sandy press conference,momentarily momentarily n/A,New York ,Informative (Indirect),,NYC Mayor Michael Bloomberg to hold press conference on #Sandy momentarily. Watch Live: ,RT @thedailybeast: NYC Mayor Michael Bloomberg to hold press conference on #Sandy momentarily. Watch Live: ,Caution and advice,,asrulsidiq,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175914,False,finalized,3,12/10/2012 14:30:43,,A hurricane warning has been issued or has been lifted,0.6485,Sandy will unleash furious waves on New York City Sandy will unleash furious waves Sandy will unleash furious waves,8 P.M 8 P.M 8 P.M,New York ,Informative (Indirect),,'SET YOUR WATCHES FOR 8 P.M:' That's when #Sandy will unleash furious waves on New York City ,RT @nydailynews: 'SET YOUR WATCHES FOR 8 P.M:' That's when #Sandy will unleash furious waves on New York City ,Caution and advice,,BiscardiA,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175915,False,finalized,3,12/8/2012 20:14:27,BNO NEWS,Other,1.0,U.S. stock markets reopen stock markets to reopen Wednesday U.S. stock markets to reopen,Wednesday Wednesday Wednesday,New York ,Informative (Indirect),,WireUpdate U.S. stock markets to reopen Wednesday after Sandy kills 43: NEW YORK CITY (BNO NEWS) -- Major stock ... ,WireUpdate U.S. stock markets to reopen Wednesday after Sandy kills 43: NEW YORK CITY (BNO NEWS) -- Major stock ... ,Caution and advice,,bnogr,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175916,False,finalized,3,12/10/2012 14:27:10,NHCAtlantic,A hurricane warning has been issued or has been lifted,1.0,Hurricane Sandy expected to make landfall Sandy expected to make landfall Hurricane Sandy,by early evening by early evening early evening,New Jersey ,Informative (Indirect),,Hurricane Sandy expected to make landfall along or just south of southern NJ coast by early evening - @NHC_Atlantic ,Hurricane Sandy expected to make landfall along or just south of southern NJ coast by early evening - @NHC_Atlantic ,Caution and advice,,breakingstorm,,,,"New Jersey, United States","40.0757384, -74.4041622",40.0757384,-74.4041622
227175917,False,finalized,3,12/8/2012 20:24:35,,Other,0.6559,keep an eye out for storm drains please prepared to keep an eye out for storm drains keep an eye out for storm drains,In advance of the arrival of Hurricane Sandy In advance of the arrival of Hurricane Sandy the arrival of Hurricane Sandy,Nan ,Informative (Indirect),,In advance of the arrival of Hurricane Sandy please prepared to keep an eye out for storm drains whose tops are... ,In advance of the arrival of Hurricane Sandy please prepared to keep an eye out for storm drains whose tops are... ,Caution and advice,,BTVDPW,,,,"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia","46.3144754, 11.0480288",46.3144754,11.0480288
227175918,False,finalized,3,12/10/2012 14:30:43,,Other,0.6869,sandy update sandy update here sandy update,now now now,New York ,Informative (Indirect),,Mayor Bloomberg live NYC #sandy update here now: ,RT @rebeccagberg: Mayor Bloomberg live NYC #sandy update here now: ,Caution and advice,,BuzzFeed,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175919,False,finalized,3,12/8/2012 19:56:15,,Other,1.0,prevent mold Start cleaning up quickly after hurricane flooding cleaning up quickly after hurricane flooding,after hurricane flooding N/A quickly,Nan ,Informative (Indirect),,Start cleaning up quickly after hurricane flooding to prevent mold. ,Start cleaning up quickly after hurricane flooding to prevent mold. ,Caution and advice,,CalorieLab,,,,"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia","46.3144754, 11.0480288",46.3144754,11.0480288
227175920,False,finalized,3,12/10/2012 14:47:51,ASPCA,Other,1.0,All pets are accepted on the subway taxi and trains pets are accepted on the subway taxi and trains All pets are accepted during evacuation,during evacuation during evacuation n/A,New York ,Informative (Indirect),,AWWWW RT @ASPCA: NYC ALERT: All pets are accepted on the subway taxi and trains during evacuation. #Sandy #SandyPets,AWWWW RT @ASPCA: NYC ALERT: All pets are accepted on the subway taxi and trains during evacuation. #Sandy #SandyPets,Caution and advice,,camai_,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175922,False,finalized,3,12/10/2012 14:40:54,,A hurricane warning has been issued or has been lifted,0.6869,SANDY SET TO SLAM NYC AND TRI-STATE REGION STORM SANDY SET TO SLAM SLAM NYC,N/A n/a n/A,New York ,Informative (Indirect),,MONSTER STORM SANDY SET TO SLAM NYC AND TRI-STATE REGION: AS HURRICANE SANDY PICKS UP SPEED forecasters say it will slam into New Je...,MONSTER STORM SANDY SET TO SLAM NYC AND TRI-STATE REGION: AS HURRICANE SANDY PICKS UP SPEED forecasters say it will slam into New Je...,Caution and advice,,CGaye2,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175923,False,finalized,4,12/8/2012 21:09:31,,A hurricane sighting has been reported,1.0,#Sandy now 40 miles from New Jersey Sandy now 40 miles from New Jersey Sandy winds water swell,now now now now,New Jersey ,Informative (Indirect),,#BREAKING: #Sandy now 40 miles from New Jersey as winds water swell #SandyNJ ,RT @NBCNewYork: #BREAKING: #Sandy now 40 miles from New Jersey as winds water swell #SandyNJ ,Caution and advice,,Cholosocksgirl,,,,"New Jersey, United States","40.0757384, -74.4041622",40.0757384,-74.4041622
227175924,False,finalized,3,12/10/2012 14:23:06,,Other,1.0,NYC Hurricane Sandy 2012 Update Storm to Shut Down City Storm,n/a Tuesday Tuesday,New York ,Informative (Indirect),,NYC Hurricane Sandy 2012 Update: Storm to Shut Down City on Tuesday ,NYC Hurricane Sandy 2012 Update: Storm to Shut Down City on Tuesday ,Caution and advice,,ChrisJACooper,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175925,False,finalized,3,12/10/2012 14:47:51,,A hurricane sighting has been reported,1.0,Sandy makes landfall Sandy makes landfall Sandy makes landfall,N/A n/a n/A,New Jersey ,Informative (Indirect),,#BREAKING: #Sandy makes landfall in New Jersey. #NJ ,RT @NBCNewYork: #BREAKING: #Sandy makes landfall in New Jersey. #NJ ,Caution and advice,,CirocBoyNick,,,,"New Jersey, United States","40.0757384, -74.4041622",40.0757384,-74.4041622
227175927,False,finalized,3,12/8/2012 19:14:13,AsburyParkPress,Other,0.6355,Sandy to cause 'record extreme coastal flooding Sandy to cause 'record extreme coastal flooding record extreme coastal flooding,N/A N/A n/a,Nan ,Informative (Indirect),,Sandy to cause 'record extreme coastal flooding'  via @AsburyParkPress,Sandy to cause 'record extreme coastal flooding'  via @AsburyParkPress,Caution and advice,,colleen52390759,,,,"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia","46.3144754, 11.0480288",46.3144754,11.0480288
227175928,False,finalized,3,12/8/2012 19:41:40,,Other,0.6543,East coast braces for hurricane East coast braces for hurricane braces for hurricane,n/a N/A n/a,East Coast America ,Informative (Indirect),,Sandy: East coast braces for hurricane ÃƒÆ’Ã‚Â¤ÃƒÆ’Ã‚Â³ÃƒÆ’Ã¢â‚¬â€œlife-threateningÃƒÆ’Ã‚Â¤ÃƒÆ’Ã‚Â³Ãƒâ€šÃ‚Â» storm surge ,Sandy: East coast braces for hurricane ÃƒÆ’Ã‚Â¤ÃƒÆ’Ã‚Â³ÃƒÆ’Ã¢â‚¬â€œlife-threateningÃƒÆ’Ã‚Â¤ÃƒÆ’Ã‚Â³Ãƒâ€šÃ‚Â» storm surge ,Caution and advice,,conquilia,,,,"Bank of America, 21, Palm Coast Parkway East, Palm Coast, Flagler County, Florida, 32164, United States","29.5500018, -81.2358348782367",29.5500018,-81.2358348782367
227175930,False,finalized,3,12/8/2012 20:24:35,,A hurricane sighting has been reported,1.0,wind gust to 66mph JFK recorded a wind gust to 66mph at 1:36pm recorded a wind gust to 66mph,1:36pm 1:36pm 1:36pm,John F. Kennedy Airport ,Informative (Indirect),,JFK recorded a wind gust to 66mph at 1:36pm. Just short of hurricane force. Still 8-10hrs from landfall.  #Sandy,RT @WSJweather: JFK recorded a wind gust to 66mph at 1:36pm. Just short of hurricane force. Still 8-10hrs from landfall.  #Sandy,Caution and advice,,DanaGalColeman,,,,"John F. Kennedy International Airport, JFK Access Road, Queens, City of New York, New York, 11430, United States","40.642947899999996, -73.7793733748521",40.642947899999996,-73.7793733748521
227175931,False,finalized,3,12/8/2012 19:49:16,,A shelter is open or available,0.6386,ALL evacuation shelters are pet friendly ALL evacuation shelters are pet friendly evacuation shelters are pet friendly - don't leave your pets behind,N/A N/A n/a,New York ,Informative (Indirect),,NYC ALERT: ALL evacuation shelters are pet friendly - don't leave your pets behind!  #SANDY #sandypets,RT @ASPCA: NYC ALERT: ALL evacuation shelters are pet friendly - don't leave your pets behind!  #SANDY #sandypets,Caution and advice,,Daneeo1985,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175932,False,finalized,3,12/8/2012 20:10:30,,Other,1.0,record-breaking storm Sandy shaping up as record-breaking storm Sandy shaping up as record-breaking storm,N/A N/A n/a,Nan ,Informative (Indirect),,Hurricane #Sandy shaping up as record-breaking storm. ,RT @cnnbrk: Hurricane #Sandy shaping up as record-breaking storm. ,Caution and advice,,DanTRusu,,,,"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia","46.3144754, 11.0480288",46.3144754,11.0480288
227175933,False,finalized,3,12/8/2012 20:47:20,,Other,1.0,Mayor Bloomberg will update New Yorkers on #Sandy Mayor Bloomberg will update New Yorkers on #Sandy Mayor Bloomberg will update New Yorkers,10 AM 10 AM 10 AM,New York ,Informative (Indirect),,Mayor Bloomberg will update New Yorkers on #Sandy at 10 AM. Will be live on .,RT @NYCMayorsOffice: Mayor Bloomberg will update New Yorkers on #Sandy at 10 AM. Will be live on .,Caution and advice,,DareIBuild,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175934,False,finalized,3,12/10/2012 14:37:37,BrianLehrer Gawker BPC,Other,0.6502,marina lower wall/pier Ready to crest Ready to crest North Cove marina lower wall/pier,n/a 5:15pm 5:15pm,New York ,Informative (Indirect),,5:15pm Ready to crest North Cove marina lower wall/pier. 4+ft to Esplanade #BPC #NYC @AP @BrianLehrer @Gawker #Sandy,5:15pm Ready to crest North Cove marina lower wall/pier. 4+ft to Esplanade #BPC #NYC @AP @BrianLehrer @Gawker #Sandy,Caution and advice,,dingbat,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175934,False,finalized,3,12/10/2012 14:37:37,BrianLehrer Gawker BPC,Other,0.6502,marina lower wall/pier Ready to crest Ready to crest North Cove marina lower wall/pier,n/a 5:15pm 5:15pm,North Cove Marina ,Informative (Indirect),,5:15pm Ready to crest North Cove marina lower wall/pier. 4+ft to Esplanade #BPC #NYC @AP @BrianLehrer @Gawker #Sandy,5:15pm Ready to crest North Cove marina lower wall/pier. 4+ft to Esplanade #BPC #NYC @AP @BrianLehrer @Gawker #Sandy,Caution and advice,,dingbat,,,,"North Cove Yacht Harbor, Battery Park City Greenway, Manhattan Community Board 1, Manhattan, New York County, City of New York, New York, 10285, United States","40.712875600000004, -74.01717401540628",40.712875600000004,-74.01717401540628
227175935,False,finalized,3,12/8/2012 19:41:40,,A hurricane warning has been issued or has been lifted,0.6974,Wind gusts over 60 mph Wind gusts over 60 mph Wind gusts over 60 mph,this hour N/A this hour,John F. Kennedy Airport ,Informative (Indirect),,Wind gusts over 60 mph are being reported at Central Park and JFK airport in #NYC this hour. #Sandy,RT @twc_hurricane: Wind gusts over 60 mph are being reported at Central Park and JFK airport in #NYC this hour. #Sandy,Caution and advice,,DITZABELLA,,,,"John F. Kennedy International Airport, JFK Access Road, Queens, City of New York, New York, 11430, United States","40.642947899999996, -73.7793733748521",40.642947899999996,-73.7793733748521
227175935,False,finalized,3,12/8/2012 19:41:40,,A hurricane warning has been issued or has been lifted,0.6974,Wind gusts over 60 mph Wind gusts over 60 mph Wind gusts over 60 mph,this hour N/A this hour,Central Park ,Informative (Indirect),,Wind gusts over 60 mph are being reported at Central Park and JFK airport in #NYC this hour. #Sandy,RT @twc_hurricane: Wind gusts over 60 mph are being reported at Central Park and JFK airport in #NYC this hour. #Sandy,Caution and advice,,DITZABELLA,,,,"Central Park, New York County, City of New York, New York, United States","40.7827725, -73.9653627406542",40.7827725,-73.9653627406542
227175935,False,finalized,3,12/8/2012 19:41:40,,A hurricane warning has been issued or has been lifted,0.6974,Wind gusts over 60 mph Wind gusts over 60 mph Wind gusts over 60 mph,this hour N/A this hour,New York ,Informative (Indirect),,Wind gusts over 60 mph are being reported at Central Park and JFK airport in #NYC this hour. #Sandy,RT @twc_hurricane: Wind gusts over 60 mph are being reported at Central Park and JFK airport in #NYC this hour. #Sandy,Caution and advice,,DITZABELLA,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175936,False,finalized,3,12/8/2012 20:40:50,,Other,0.6355,Sandy Schedule Update Storm Sandy Schedule Update Storm Sandy Schedule Update,N/A N/A aftermath of this sto...,Nan ,Informative (Indirect),,Updated Website! Storm Sandy Schedule Update - We've been praying that you are all safe in the aftermath of this sto... ,Updated Website! Storm Sandy Schedule Update - We've been praying that you are all safe in the aftermath of this sto... ,Caution and advice,,DixHillsChurch,,,,"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia","46.3144754, 11.0480288",46.3144754,11.0480288
227175937,False,finalized,3,12/8/2012 20:06:59,,Other,1.0,Bridges Set to Close Several Bridges Set to Close Bridges Set to Close,N/A N/A n/a,New York ,Informative (Indirect),,Several Bridges Set to Close Because of #HurricaneSandy #Sandy #NYC ,Several Bridges Set to Close Because of #HurricaneSandy #Sandy #NYC ,Caution and advice,,DNAinfo,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175938,False,finalized,3,12/8/2012 20:18:01,Bloomberg,Other,1.0,Mayor Bloomberg Updates NYC Mayor Bloomberg Updates NYC Updates NYC On #Sandy,LIVESTREAM NOW NOW NOW,New York ,Informative (Indirect),,Mayor Bloomberg Updates NYC On #Sandy  LIVESTREAM NOW,Mayor Bloomberg Updates NYC On #Sandy  LIVESTREAM NOW,Caution and advice,,DNDailyPolitics,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175939,False,finalized,3,12/10/2012 14:23:06,,A hurricane sighting has been reported,0.6502,clouds loom Menacing clouds loom over #NYC Menacing clouds, today today,New York ,Informative (Indirect),,Menacing clouds loom over #NYC today in advance of Hurricane #Sandy. #Frankenstorm ,Menacing clouds loom over #NYC today in advance of Hurricane #Sandy. #Frankenstorm ,Caution and advice,,EMaloneG,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175940,False,finalized,3,12/8/2012 19:09:26,Bloomberg,Other,1.0,it will take a day or two to recover it will take a day or two to recover to recover,a day or two N/A a day or two,New York ,Informative (Indirect),,it will take a day or two to recover...[some things] into the weekend--@mikeBloomberg #sandy #nyc,"RT @azipaybarah: ""it will take a day or two to recover...[some things] into the weekend""--@mikeBloomberg #sandy #nyc",Caution and advice,,faiza_n_ali,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175941,False,finalized,3,12/8/2012 20:40:50,,Other,1.0,financial markets closed Storm will keep financial markets closed Tuesday Storm will keep financial markets closed,Tuesday Tuesday Tuesday,New York ,Informative (Indirect),,Storm will keep financial markets closed Tuesday: NEW YORKÃƒÆ’Ã‚Â¤ÃƒÆ’Ã‚Â³ÃƒÆ’Ã‚Â®Major U.S. stock and bond markets will be closed beca... ,Storm will keep financial markets closed Tuesday: NEW YORKÃƒÆ’Ã‚Â¤ÃƒÆ’Ã‚Â³ÃƒÆ’Ã‚Â®Major U.S. stock and bond markets will be closed beca... ,Caution and advice,,fanlacrosse,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175943,False,finalized,3,12/8/2012 19:29:26,,Other,1.0,JFK Newark airports reopen JFK Newark airports reopen on limited operational schedule limited operational schedule,n/a N/A n/a,John F. Kennedy Airport ,Informative (Indirect),,JFK Newark airports reopen on limited operational schedule after #Sandy  &gt; LaGuardia still closed #NYC,JFK Newark airports reopen on limited operational schedule after #Sandy  &gt; LaGuardia still closed #NYC,Caution and advice,,Global_Montreal,,,,"John F. Kennedy International Airport, JFK Access Road, Queens, City of New York, New York, 11430, United States","40.642947899999996, -73.7793733748521",40.642947899999996,-73.7793733748521
227175943,False,finalized,3,12/8/2012 19:29:26,,Other,1.0,JFK Newark airports reopen JFK Newark airports reopen on limited operational schedule limited operational schedule,n/a N/A n/a,Laguardia Airport ,Informative (Indirect),,JFK Newark airports reopen on limited operational schedule after #Sandy  &gt; LaGuardia still closed #NYC,JFK Newark airports reopen on limited operational schedule after #Sandy  &gt; LaGuardia still closed #NYC,Caution and advice,,Global_Montreal,,,,"LaGuardia Airport, Marine Terminal Road, Queens, City of New York, New York, 11371, United States","40.7757145, -73.87336398511545",40.7757145,-73.87336398511545
227175943,False,finalized,3,12/8/2012 19:29:26,,Other,1.0,JFK Newark airports reopen JFK Newark airports reopen on limited operational schedule limited operational schedule,n/a N/A n/a,New York ,Informative (Indirect),,JFK Newark airports reopen on limited operational schedule after #Sandy  &gt; LaGuardia still closed #NYC,JFK Newark airports reopen on limited operational schedule after #Sandy  &gt; LaGuardia still closed #NYC,Caution and advice,,Global_Montreal,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175944,False,finalized,3,12/8/2012 20:40:50,,Other,1.0,satalite images and shots satalite images and shots coming out satalite images and shots coming out,N/A N/A n/a,New York ,Informative (Indirect),,Wow the satalite images and shots coming out of NYC are really scary. #StaySafe #Sandy,Wow the satalite images and shots coming out of NYC are really scary. #StaySafe #Sandy,Caution and advice,,Halled,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175945,False,finalized,3,12/8/2012 19:52:56,,Other,0.6355,Mayor is updating New Yorkers on #Sandy Mayor is updating New Yorkers Mayor is updating New Yorkers on #Sandy,LIVE NOW N/A LIVE NOW,New York ,Informative (Indirect),,LIVE NOW: the Mayor is updating New Yorkers on #Sandy: ,RT @NYCMayorsOffice: LIVE NOW: the Mayor is updating New Yorkers on #Sandy: ,Caution and advice,,HealthcareWen,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175946,False,finalized,3,12/8/2012 20:20:52,Bloomberg,A shelter is open or available,1.0,shelters we opened will remain open 76 shelters we opened will remain open today 76 shelters we opened will remain open today,today today today,New York ,Informative (Indirect),,Mayor Bloomberg: The 76 shelters we opened will remain open today. #Sandy #NYC,RT @HuffingtonPost: Mayor Bloomberg: The 76 shelters we opened will remain open today. #Sandy #NYC,Caution and advice,,HeiddiZ,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175947,False,finalized,3,12/8/2012 20:06:59,,A hurricane warning has been issued or has been lifted,0.7122,state of emergency 9 states along Mid-Atlantic coast declare state of emergency declare state of emergency,N/A N/A n/a,New York ,Informative (Indirect),,9 states along Mid-Atlantic coast declare state of emergency-info&updates here + evac zone maps/guides for #NYC  #Sandy,RT @katiecouric: 9 states along Mid-Atlantic coast declare state of emergency-info&updates here + evac zone maps/guides for #NYC  #Sandy,Caution and advice,,HotmaMejia,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175948,False,finalized,3,12/10/2012 14:34:14,,Other,1.0,Over 13500 flight cancelled Over 13500 flight cancelled 13500 flight cancelled,N/A n/a n/A,New Jersey ,Informative (Indirect),,#Sandy #Updates: Over 13500 flight cancelled and counting due to Hurricane Sandy.. #NYC #NJ ,#Sandy #Updates: Over 13500 flight cancelled and counting due to Hurricane Sandy.. #NYC #NJ ,Caution and advice,,JasminGranado,,,,"New Jersey, United States","40.0757384, -74.4041622",40.0757384,-74.4041622
227175948,False,finalized,3,12/10/2012 14:34:14,,Other,1.0,Over 13500 flight cancelled Over 13500 flight cancelled 13500 flight cancelled,N/A n/a n/A,New York ,Informative (Indirect),,#Sandy #Updates: Over 13500 flight cancelled and counting due to Hurricane Sandy.. #NYC #NJ ,#Sandy #Updates: Over 13500 flight cancelled and counting due to Hurricane Sandy.. #NYC #NJ ,Caution and advice,,JasminGranado,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175949,False,finalized,3,12/8/2012 20:18:01,,A hurricane warning has been issued or has been lifted,0.7108,Conditions are dangerous and will get worse Please stay where you are Conditions are dangerous and will get worse,N/A N/A The time for evacuation is over,New York ,Informative (Indirect),,The time for evacuation is over. Conditions are dangerous and will get worse. Please stay where you are #Sandy #NYC ,RT @MikeBloomberg: The time for evacuation is over. Conditions are dangerous and will get worse. Please stay where you are #Sandy #NYC ,Caution and advice,,jmbelcher,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175950,False,finalized,3,12/8/2012 21:09:31,,A shelter is open or available,0.6537,need of shelter If in immediate need of shelter If in immediate need of shelter, N/A n/a,Nan ,Informative (Indirect),,If in immediate need of shelter please visit  to locate your nearest options. #shelter #Sandy,RT @RedCross: If in immediate need of shelter please visit  to locate your nearest options. #shelter #Sandy,Caution and advice,,jmgreenwell,,,,"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia","46.3144754, 11.0480288",46.3144754,11.0480288
227175951,False,finalized,3,12/8/2012 20:50:28,xhank,Other,1.0,Empty streets Empty streets Empty streets,N/A n/a n/a,Soho Manhattan ,Informative (Indirect),,Empty streets of Soho NYC by @xhank.  #sandy,RT @stevesilberman: Empty streets of Soho NYC by @xhank.  #sandy,Caution and advice,,johndavisonx,,,,"SoHo, Spring Street, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10013, United States","40.72288, -73.9987505",40.72288,-73.9987505
227175951,False,finalized,3,12/8/2012 20:50:28,xhank,Other,1.0,Empty streets Empty streets Empty streets,N/A n/a n/a,New York ,Informative (Indirect),,Empty streets of Soho NYC by @xhank.  #sandy,RT @stevesilberman: Empty streets of Soho NYC by @xhank.  #sandy,Caution and advice,,johndavisonx,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175952,False,finalized,3,12/10/2012 14:40:54,,Other,1.0,FLOODING POSSIBLE REMNANTS OF HURRICANE SANDY WILL LINGER FLOODING POSSIBLE,N/A n/a n/A,Central Penn College ,Informative (Indirect),,...FLOODING POSSIBLE FROM REMNANTS OF HURRICANE SANDY... .THE REMNANTS OF HURRICANE SANDY WILL LINGER OVER CENTRAL PENN ,...FLOODING POSSIBLE FROM REMNANTS OF HURRICANE SANDY... .THE REMNANTS OF HURRICANE SANDY WILL LINGER OVER CENTRAL PENN ,Caution and advice,,Johnstown_WX,,,,"Central Penn College, A Street, Summerdale, Cumberland County, Pennsylvania, 17093, United States","40.304349200000004, -76.9330118719115",40.304349200000004,-76.9330118719115
227175953,False,finalized,3,12/8/2012 20:20:52,,Other,1.0,all four East River bridges will shut down At 7 PM all four East River bridges will shut down bridges will shut down,7 PM 7 PM 7 PM,Brooklyn ,Informative (Indirect),,BREAKING: At 7 PM all four East River bridges will shut down: Brooklyn Manhattan Williamsburg and Ed Koch Queensboro Bridges. #Sandy,RT @NYCMayorsOffice: BREAKING: At 7 PM all four East River bridges will shut down: Brooklyn Manhattan Williamsburg and Ed Koch Queensboro Bridges. #Sandy,Caution and advice,,Jsurvivor_nyc,,,,"Brooklyn, Kings County, City of New York, New York, United States","40.6526006, -73.9497211",40.6526006,-73.9497211
227175953,False,finalized,3,12/8/2012 20:20:52,,Other,1.0,all four East River bridges will shut down At 7 PM all four East River bridges will shut down bridges will shut down,7 PM 7 PM 7 PM,Manhattan ,Informative (Indirect),,BREAKING: At 7 PM all four East River bridges will shut down: Brooklyn Manhattan Williamsburg and Ed Koch Queensboro Bridges. #Sandy,RT @NYCMayorsOffice: BREAKING: At 7 PM all four East River bridges will shut down: Brooklyn Manhattan Williamsburg and Ed Koch Queensboro Bridges. #Sandy,Caution and advice,,Jsurvivor_nyc,,,,"Manhattan, New York County, City of New York, New York, United States","40.7896239, -73.9598939",40.7896239,-73.9598939
227175953,False,finalized,3,12/8/2012 20:20:52,,Other,1.0,all four East River bridges will shut down At 7 PM all four East River bridges will shut down bridges will shut down,7 PM 7 PM 7 PM,Williamsburg ,Informative (Indirect),,BREAKING: At 7 PM all four East River bridges will shut down: Brooklyn Manhattan Williamsburg and Ed Koch Queensboro Bridges. #Sandy,RT @NYCMayorsOffice: BREAKING: At 7 PM all four East River bridges will shut down: Brooklyn Manhattan Williamsburg and Ed Koch Queensboro Bridges. #Sandy,Caution and advice,,Jsurvivor_nyc,,,,"Williamsburg, Williamsburg (city), Virginia, United States","37.2708788, -76.7074042",37.2708788,-76.7074042
227175953,False,finalized,3,12/8/2012 20:20:52,,Other,1.0,all four East River bridges will shut down At 7 PM all four East River bridges will shut down bridges will shut down,7 PM 7 PM 7 PM,East River ,Informative (Indirect),,BREAKING: At 7 PM all four East River bridges will shut down: Brooklyn Manhattan Williamsburg and Ed Koch Queensboro Bridges. #Sandy,RT @NYCMayorsOffice: BREAKING: At 7 PM all four East River bridges will shut down: Brooklyn Manhattan Williamsburg and Ed Koch Queensboro Bridges. #Sandy,Caution and advice,,Jsurvivor_nyc,,,,"East River, City of New York, Hudson County, New York, 10044, United States","40.7792911, -73.92771",40.7792911,-73.92771
227175953,False,finalized,3,12/8/2012 20:20:52,,Other,1.0,all four East River bridges will shut down At 7 PM all four East River bridges will shut down bridges will shut down,7 PM 7 PM 7 PM,Ed Koch Queensboro ,Informative (Indirect),,BREAKING: At 7 PM all four East River bridges will shut down: Brooklyn Manhattan Williamsburg and Ed Koch Queensboro Bridges. #Sandy,RT @NYCMayorsOffice: BREAKING: At 7 PM all four East River bridges will shut down: Brooklyn Manhattan Williamsburg and Ed Koch Queensboro Bridges. #Sandy,Caution and advice,,Jsurvivor_nyc,,,,"Ed Koch Queensboro Bridge Lower Roadway, Roosevelt Island, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10155, United States","40.759458, -73.9606274",40.759458,-73.9606274
227175954,False,finalized,3,12/8/2012 20:14:27,,A hurricane sighting has been reported,0.6386,highest observed gusts JFK airport in #NYC now gusting to 71 mph now gusting to 71 mph,now now now,John F. Kennedy Airport ,Informative (Indirect),,#JFK airport in #NYC now gusting to 71 mph - the highest observed gusts so far in NYC during #Sandy.,RT @twc_hurricane: #JFK airport in #NYC now gusting to 71 mph - the highest observed gusts so far in NYC during #Sandy.,Caution and advice,,JusAire,,,,"John F. Kennedy International Airport, JFK Access Road, Queens, City of New York, New York, 11430, United States","40.642947899999996, -73.7793733748521",40.642947899999996,-73.7793733748521
